"","date","year","month","area","numofsales","dollarVolume","allAveragePrice","allMedianPrice","newListings","SNLRTrend","activeListings","mosInvTrend","avgSPLP","avgLDOM","avgPDOM","detachedNumberofSales","detachedDollarVolume","detachedAveragePrice","detachedMedianPrice","detachedNewListings","detachedActiveListings","detachedAvgSPLP","detachedAvgLDOM","semidetachedNumberofSales","semidetachedDollarVolume","semidetachedAveragePrice","semidetachedMedianPrice","semidetachedNewListings","semidetachedActiveListings","semidetachedAvgSPLP","semidetachedAvgLDOM","attachedNumberofSales","attachedDollarVolume","attachedAveragePrice","attachedMedianPrice","attachedNewListings","attachedActiveListings","attachedAvgSPLP","attachedAvgLDOM","condotownhouseNumberofSales","condotownhouseDollarVolume","condotownhouseAveragePrice","condotownhouseMedianPrice","condotownhouseNewListings","condotownhouseActiveListings","condotownhouseAvgSPLP","condotownhouseAvgLDOM","condoapartmentNumberofSales","condoapartmentDollarVolume","condoapartmentAveragePrice","condoapartmentMedianPrice","condoapartmentNewListings","condoapartmentActiveListings","condoapartmentAvgSPLP","condoapartmentAvgLDOM","allcondoNumberofSales","allcondoDollarVolume","allcondoAveragePrice","...59","...60","...61"
"8228","10-2017",17,"10","Toronto E11",70,38205177,545788,562500,95,59.7,118,1.5,98,24,"-","25","18957188","758288","740000","37",45,"98","20","7","4330000","618571","575000","10","8","101","20","8","3531388","441424","447944","14","24","98","34","22","6786601","308482","330501","19","22","97","31","8","4600000","575000","566000","13","16","99","10","30","11386601","379553.366666667",NA,NA,NA
"8229","10-2017",17,"10","Toronto East",729,536687078,736196,712000,1361,58,1411,1.4,101,18,"-","314","292409043","931239","820000","651",693,"99","18","111","97270042","876307","818000","179","117","105","12","59","31097476","527076","530000","106","122","99","22","200","81555092","407775","369400","355","408","100","24","39","31180425","799498","730000","58","57","102","11","239","112735517","471696.723849372",NA,NA,NA
"8230","10-2017",17,"10","Toronto W01",63,58718700,932043,655000,82,67.3,69,1.2,100,23,"-","15","25643900","1709593","1600000","18",23,"98","32","7","8826500","1260929","1255500","10","3","105","11","6","4027900","671317","642500","6","2","100","8","33","18260400","553345","470000","45","37","102","22","2","1960000","980000","980000","3","4","103","68","35","20220400","577725.714285714",NA,NA,NA
"8231","10-2017",17,"10","Toronto W02",94,89749610,954783,899500,122,64.7,98,1.1,103,14,"-","34","43295288","1273391","1256250","48",48,"102","11","27","26905318","996493","951000","32","19","104","18","5","3285000","657000","685000","11","12","97","23","22","11851004","538682","542250","24","15","103","11","5","4053000","810600","860000","7","3","100","14","27","15904004","589037.185185185",NA,NA,NA
"8232","10-2017",17,"10","Toronto W03",54,37664700,697494,658500,86,57.8,96,1.4,100,20,"-","26","19273800","741300","665000","45",57,"103","20","22","15507900","704905","700500","33","30","99","19","1","470000","470000","470000","0","0","94","83","3","1258000","419333","414000","6","6","99","20","2","1155000","577500","577500","2","3","98","10","5","2413000","482600",NA,NA,NA
"8233","10-2017",17,"10","Toronto W04",73,42745485,585555,512700,139,58.8,168,1.7,97,21,"-","31","26043398","840110","765000","69",97,"96","22","3","1924000","641333","685000","12","14","98","46","4","1893700","473425","462500","13","16","100","20","34","12229387","359688","379000","43","39","99","19","1","655000","655000","655000","2","2","99","4","35","12884387","368125.342857143",NA,NA,NA
"8234","10-2017",17,"10","Toronto W05",88,49278125,559979,625000,187,56.1,264,2,97,28,"-","15","13119900","874660","805000","46",85,"96","34","35","22887625","653932","647900","58","77","97","25","11","4478800","407164","470000","34","46","98","25","25","7476800","299072","324000","43","45","98","32","2","1315000","657500","657500","4","7","97","16","27","8791800","325622.222222222",NA,NA,NA
"8235","10-2017",17,"10","Toronto W06",127,82272844,647818,576500,189,65,241,1.5,99,21,"-","28","25824000","922286","845000","55",75,"98","18","5","3978800","795760","810000","5","6","97","16","5","2789500","557900","433000","12","12","98","18","82","43565544","531287","485000","101","132","99","23","6","5920000","986667","985000","15","15","99","21","88","49485544","562335.727272727",NA,NA,NA
"8236","10-2017",17,"10","Toronto W07",22,28874100,1312459,1182500,53,63.1,51,1.3,100,14,"-","16","23595600","1474725","1328550","28",27,"100","14","1","575000","575000","575000","2","1","97","21","0","-","-","-","0","0","-","-","0","-","-","-","15","19","-","-","5","4703500","940700","939000","7","3","99","12","-","-","-",NA,NA,NA
"8237","10-2017",17,"10","Toronto W08",141,133054507,943649,814000,215,64.2,282,1.3,98,23,"-","73","99036980","1356671","1150000","109",161,"97","21","1","726000","726000","726000","0","5","97","31","4","2582000","645500","682500","6","6","104","14","60","27869527","464492","414500","96","107","98","26","3","2840000","946667","1000000","4","3","101","12","63","30709527","487452.80952381",NA,NA,NA
"8238","10-2017",17,"10","Toronto W09",38,25507500,671250,640000,70,59.6,99,1.5,97,27,"-","18","17564000","975778","940000","43",61,"98","17","0","-","-","-","4","3","-","-","5","2603000","520600","505000","2","4","98","25","15","5340500","356033","280000","16","26","97","39","0","-","-","-","5","4","-","-","-","-","-",NA,NA,NA
"8239","10-2017",17,"10","Toronto W10",83,38636500,465500,377000,129,56,185,2,97,33,"-","27","18576300","688011","660800","55",68,"97","25","6","3518100","586350","581000","2","3","99","28","9","3451000","383444","377000","12","15","97","33","40","12442100","311053","310000","57","95","97","41","1","649000","649000","649000","3","4","100","2","41","13091100","319295.12195122",NA,NA,NA
"8240","10-2017",17,"10","Toronto West",783,586502071,749045,650000,1272,61.3,1553,1.5,99,23,"-","283","311973166","1102379","920000","516",702,"99","20","107","84849243","792984","701000","158","161","101","21","50","25580900","511618","486000","96","113","99","23","314","140293262","446794","413000","446","521","99","26","27","23250500","861130","900000","52","48","100","18","341","163543762","479600.475073314",NA,NA,NA
"8241","10-2017",17,"10","TRREB Total",7118,5552778355,780104,655000,14903,54.5,18859,1.7,98,23,"-","3135","3160729446","1008207","840000","7849",11004,"97","24","694","530419652","764293","682500","1288","1287","100","20","527","292604211","555226","510000","937","1109","98","25","2025","1059157680","523041","455000","3359","3873","99","23","624","431958198","692241","634000","1280","1349","99","23","2649","1491115878","562897.651189128",NA,NA,NA
"8242","10-2017",17,"10","Uxbridge",24,21984600,916025,807500,47,55.9,100,2.4,97,26,"-","19","19594600","1031295","955000","38",91,"97","29","0","-","-","-","1","1","-","-","0","-","-","-","4","6","-","-","2","745000","372500","372500","2","0","96","14","3","1645000","548333","530000","2","2","95","14","5","2390000","478000",NA,NA,NA
"8243","10-2017",17,"10","Vaughan",259,256088152,988757,9e+05,715,46.1,1012,2.1,97,27,"-","133","170360437","1280906","1150000","394",611,"96","27","24","19540500","814188","821000","57","64","99","26","8","5244565","655571","612783","28","40","98","28","54","28735750","532144","488000","111","147","98","28","37","29826900","806132","813000","116","134","98","22","91","58562650","643545.604395604",NA,NA,NA
"8244","10-2017",17,"10","Whitby",164,100958200,615599,570000,308,55.8,311,1.2,98,20,"-","98","68144450","695352","633875","214",238,"98","21","11","5724400","520400","542000","7","4","99","15","9","3801950","422439","405000","9","7","99","18","14","6272500","448036","446000","16","10","99","21","26","13504400","519400","520000","45","37","99","17","40","19776900","494422.5",NA,NA,NA
"8245","10-2017",17,"10","Whitchurch-Stouffville",59,48787776,826911,765000,153,43.1,222,2.6,96,30,"-","37","34356400","928551","890000","122",192,"96","32","6","4159500","693250","695000","9","11","99","20","0","-","-","-","0","1","-","-","0","-","-","-","4","6","-","-","16","10271876","641992","650000","18","12","97","29","-","-","-",NA,NA,NA
"8246","10-2017",17,"10","York Region",1072,1030653567,961431,850000,3199,44.8,4686,2.2,97,27,"-","583","700580471","1201682","1088000","2014",3180,"96","28","72","53829000","747625","750000","211","247","98","26","43","30958683","719969","630000","100","150","98","34","173","85803377","495973","451500","361","511","98","27","164","126110988","768969","751500","438","496","98","25","337","211914365","628826.008902077",NA,NA,NA
"8247","10-2018",18,"10","Adjala-Tosorontio",20,15268000,763400,682500,24,51.6,51,4,96,40,"-","20","15268000","763400","682500","24",51,"96","40","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","-","-","-",NA,NA,NA
"8248","10-2018",18,"10","Ajax",124,76010779,612990,605250,225,53.6,250,1.9,99,22,"-","75","50293290","670577","682000","174",198,"99","21","10","5757501","575750","592750","13","11","99","18","12","5527200","460600","453750","9","8","98","25","4","1469900","367475","367450","7","10","99","21","22","12447888","565813","555750","20","20","99","28","26","13917788","535299.538461538",NA,NA,NA
"8249","10-2018",18,"10","Aurora",79,72423126,916748,810000,217,33.9,365,4.7,95,35,"-","45","49772438","1106054","1030000","140",248,"94","32","9","6135000","681667","667000","16","15","96","44","6","4335000","722500","550000","18","37","95","45","4","1533000","383250","394000","8","19","98","36","15","10647688","709846","727000","35","45","100","34","19","12180688","641088.842105263",NA,NA,NA
"8250","10-2018",18,"10","Bradford West Gwillimbury",65,42528800,654289,630000,122,38,219,4.4,96,47,"-","47","32886800","699719","680000","102",187,"96","46","4","2332000","583000","596000","3","7","98","24","0","-","-","-","0","1","-","-","3","1194000","398000","339000","1","6","98","111","4","2210000","552500","552500","11","11","98","22","7","3404000","486285.714285714",NA,NA,NA
"8251","10-2018",18,"10","Brampton",685,480276034,701133,662000,1285,50,1472,2.2,98,24,"-","382","309313890","809722","760500","760",895,"98","24","118","76252489","646208","639750","225","229","99","19","59","27497255","466055","452700","81","100","98","33","38","13902000","365842","364000","66","71","98","31","84","50510400","601314","601500","145","170","98","25","122","64412400","527970.491803279",NA,NA,NA
"8252","10-2018",18,"10","Brock",20,8868000,443400,421250,34,42.2,78,4.6,98,35,"-","20","8868000","443400","421250","33",77,"98","35","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","0","-","-","-","1","1","-","-","-","-","-",NA,NA,NA
"8253","10-2018",18,"10","Burlington",220,174195450,791798,667400,349,58.3,490,2.4,97,29,"-","116","118566200","1022122","905000","195",318,"97","29","11","7408000","673455","689500","17","20","98","23","29","15589500","537569","520000","51","56","99","23","42","19145300","455840","417500","56","70","98","37","19","11677450","614603","619000","27","23","98","20","61","30822750","505290.983606557",NA,NA,NA
"8254","10-2018",18,"10","Caledon",81,78772489,972500,885000,156,46.7,312,3.6,96,30,"-","59","64597789","1094878","1020000","130",278,"96","31","8","5364400","670550","685000","11","15","99","26","1","461000","461000","461000","0","0","97","31","0","-","-","-","0","1","-","-","13","8349300","642254","642300","14","17","98","29","-","-","-",NA,NA,NA
"8255","10-2018",18,"10","City of Toronto",3031,2636576288,869870,699000,5292,57.8,5665,1.9,100,20,"-","882","1156535575","1311265","1050000","1857",2293,"99","20","331","339880279","1026829","875000","439","323","106","15","172","111327157","647251","592295","328","376","99","25","1519","916189791","603153","535000","2448","2470","100","20","100","97220036","972200","917500","181","164","104","14","1619","1013409827","625948.009264978",NA,NA,NA
"8256","10-2018",18,"10","City of Toronto Total",3031,2636576288,869870,699000,5292,57.8,5665,1.9,100,20,"-","882","1156535575","1311265","1050000","1857",2293,"99","20","331","339880279","1026829","875000","439","323","106","15","172","111327157","647251","592295","328","376","99","25","1519","916189791","603153","535000","2448","2470","100","20","100","97220036","972200","917500","181","164","104","14","1619","1013409827","625948.009264978",NA,NA,NA
"8257","10-2018",18,"10","Clarington",146,78979037,540952,507500,274,51.2,337,2.2,98,22,"-","97","58411038","602176","585000","202",275,"98","21","9","3830400","425600","410000","16","8","100","12","3","1104000","368000","339000","4","4","97","51","11","3544400","322218","315000","14","10","99","23","10","4367900","436790","421500","13","16","99","27","21","7912300","376776.19047619",NA,NA,NA
"8258","10-2018",18,"10","Dufferin County",57,31993788,561295,527000,56,67.8,83,1.8,98,30,"-","39","24036800","616328","570000","39",61,"98","36","8","3188688","398586","388944","6","8","98","14","1","384900","384900","384900","0","1","100","18","0","-","-","-","1","3","-","-","7","3447500","492500","511000","8","10","99","17","-","-","-",NA,NA,NA
"8259","10-2018",18,"10","Durham Region",798,469996820,588968,555750,1644,48.8,2082,2.4,98,24,"-","552","356010693","644947","630000","1214",1614,"98","25","53","24640689","464919","425000","87","83","100","17","46","18644000","405304","408750","80","81","98","26","43","16234600","377549","360000","79","99","99","23","80","42355039","529438","528750","126","142","99","23","123","58589639","476338.528455285",NA,NA,NA
"8260","10-2018",18,"10","East Gwillimbury",49,39264976,801326,780000,109,28.9,248,6.7,97,39,"-","36","30816776","856022","848500","92",224,"96","42","4","2745000","686250","701000","5","9","100","37","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","9","5703200","633689","633800","12","15","100","28","-","-","-",NA,NA,NA
"8261","10-2018",18,"10","Essa",25,12200400,488016,443000,43,46,105,3.8,97,47,"-","18","9300500","516694","467500","34",92,"97","54","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","0","-","-","-","0","0","-","-","6","2387400","397900","403450","6","7","99","25","-","-","-",NA,NA,NA
"8262","10-2018",18,"10","Georgina",74,42747300,577666,533500,161,34.7,276,4.9,96,36,"-","68","40020800","588541","547500","151",265,"96","36","4","1884500","471125","467500","4","1","96","42","0","-","-","-","0","1","-","-","1","355000","355000","355000","0","1","99","14","1","487000","487000","487000","6","7","97","55","2","842000","421000",NA,NA,NA
"8263","10-2018",18,"10","Halton Hills",81,58681013,724457,630000,141,58.5,151,2,98,23,"-","56","45783013","817554","718500","109",135,"98","26","4","2244500","561125","567250","6","3","98","25","9","3835500","426167","420000","9","4","99","19","3","1326900","442300","445900","4","3","98","22","8","4822100","602763","611500","12","5","98","15","11","6149000","559000",NA,NA,NA
"8264","10-2018",18,"10","Halton Region",736,652044510,885930,731000,1355,51.6,1833,2.7,97,27,"-","381","430399641","1129658","930000","833",1259,"97","27","48","32407700","675160","662450","64","72","98","23","77","48040500","623903","495000","103","114","99","27","97","47952602","494357","440000","146","178","98","37","123","86547567","703639","642000","201","202","98","22","220","134500169","611364.404545455",NA,NA,NA
"8265","10-2018",18,"10","Innisfil",66,39323883,595816,550000,190,28.4,405,6.9,96,42,"-","58","34316650","591666","552500","164",352,"96","42","0","-","-","-","3","2","-","-","0","-","-","-","0","0","-","-","2","1098000","549000","549000","7","22","97","90","6","3909233","651539","520000","11","27","97","30","8","5007233","625904.125",NA,NA,NA
"8266","10-2018",18,"10","King",29,35894180,1237730,1240000,99,25.3,243,9,94,35,"-","24","31564180","1315174","1375000","93",232,"94","38","0","-","-","-","1","2","-","-","0","-","-","-","0","0","-","-","2","1395000","697500","697500","3","4","96","27","3","2935000","978333","1000000","2","4","95","22","5","4330000","866000",NA,NA,NA
"8267","10-2018",18,"10","Markham",283,262111695,926190,846000,688,38.8,1070,3.9,97,30,"-","112","146471257","1307779","1218500","338",574,"95","36","22","17619350","800880","779500","58","78","98","25","18","11100000","616667","630000","37","76","99","25","61","29299200","480315","450000","128","200","98","27","48","38133888","794456","780000","72","88","99","24","109","67433088","618652.183486239",NA,NA,NA
"8268","10-2018",18,"10","Milton",179,131287861,733452,685000,311,53.5,340,2.2,98,21,"-","79","71227928","901619","816000","182",218,"98","22","25","16569400","662776","650000","29","28","99","24","6","2536000","422667","412500","5","5","98","19","14","6573400","469529","448250","25","24","98","25","53","33101133","624550","629000","70","65","99","17","67","39674533","592157.208955224",NA,NA,NA
"8269","10-2018",18,"10","Mississauga",691,479498799,693920,625000,1197,55,1431,2.1,98,23,"-","213","221836242","1041485","928500","509",752,"97","23","101","72811790","720909","710000","146","155","98","21","107","58126588","543239","540000","169","176","98","21","242","106965679","442007","415000","309","284","98","25","24","17000000","708333","700000","54","54","98","20","266","123965679","466036.387218045",NA,NA,NA
"8270","10-2018",18,"10","New Tecumseth",73,42717987,585178,570000,107,49.9,211,3.6,97,37,"-","52","32552488","626009","594500","77",159,"97","39","4","2124800","531200","530900","5","5","98","29","1","335000","335000","335000","4","5","93","28","3","1146999","382333","369999","2","4","98","55","10","4743700","474370","484350","10","10","98","19","13","5890699","453130.692307692",NA,NA,NA
"8271","10-2018",18,"10","Newmarket",119,89407716,751325,712000,286,35.4,429,4.4,97,26,"-","72","62353666","866023","816500","191",306,"97","28","16","9789800","611863","651000","26","31","99","25","5","2800500","560100","495000","15","19","99","15","10","4694000","469400","445000","11","22","98","29","16","9769750","610609","610000","43","51","98","16","26","14463750","556298.076923077",NA,NA,NA
"8272","10-2018",18,"10","Oakville",256,287880186,1124532,879000,554,45,852,3.5,96,31,"-","130","194822500","1498635","1180000","347",588,"96","29","8","6185800","773225","763500","12","21","97","20","33","26079500","790288","519000","38","49","98","33","38","20907002","550184","465000","61","81","97","43","43","36946884","859230","775000","92","109","97","30","81","57853886","714245.50617284",NA,NA,NA
"8273","10-2018",18,"10","Orangeville",57,31993788,561295,527000,56,67.8,83,1.8,98,30,"-","39","24036800","616328","570000","39",61,"98","36","8","3188688","398586","388944","6","8","98","14","1","384900","384900","384900","0","1","100","18","0","-","-","-","1","3","-","-","7","3447500","492500","511000","8","10","99","17","-","-","-",NA,NA,NA
"8274","10-2018",18,"10","Oshawa",211,105320408,499149,465000,496,45.8,592,2.5,98,24,"-","165","87328008","529261","508750","371",445,"98","24","22","8816900","400768","413500","37","40","101","17","13","4285500","329654","325000","36","32","98","22","1","218000","218000","218000","19","32","93","76","7","3301500","471643","485000","23","36","98","32","8","3519500","439937.5",NA,NA,NA
"8275","10-2018",18,"10","Peel Region",1457,1038547322,712798,660000,2638,52.1,3215,2.2,98,24,"-","654","595747921","910930","842500","1399",1925,"97","24","227","154428679","680303","670000","382","399","98","20","167","86084843","515478","508000","250","276","98","25","280","120867679","431670","405000","375","356","98","26","121","75859700","626940","620000","213","241","98","24","401","196727379","490591.967581047",NA,NA,NA
"8276","10-2018",18,"10","Pickering",100,67591557,675916,635000,194,50.5,251,2.4,98,23,"-","56","46914707","837763","795000","118",164,"98","26","4","2414000","603500","614500","13","14","97","16","9","3950800","438978","439900","19","21","98","20","16","6176800","386050","371000","22","28","100","21","15","8135250","542350","538850","20","20","99","18","31","14312050","461679.032258065",NA,NA,NA
"8277","10-2018",18,"10","Richmond Hill",193,191775630,993656,895000,553,31.3,1008,5.3,96,36,"-","92","127150300","1382068","1200000","345",675,"95","41","6","4850000","808333","777000","18","31","101","36","6","3802500","633750","626250","24","47","98","44","47","21492450","457286","429000","68","124","98","35","37","30295380","818794","822500","83","112","99","24","84","51787830","616521.785714286",NA,NA,NA
"8278","10-2018",18,"10","Scugog",30,19333500,644450,615000,58,46.6,107,3.9,97,36,"-","27","17923500","663833","637500","55",104,"96","37","2","805000","402500","402500","1","1","98","37","0","-","-","-","0","0","-","-","0","-","-","-","1","1","-","-","0","-","-","-","0","0","-","-","-","-","-",NA,NA,NA
"8279","10-2018",18,"10","Simcoe County",249,152039070,610599,576000,486,39,991,4.7,97,42,"-","195","124324438","637561","605000","401",841,"96","43","8","4456800","557100","579400","11","14","98","26","1","335000","335000","335000","4","6","93","28","8","3438999","429875","394500","10","32","98","85","26","13250333","509628","488750","38","55","98","23","34","16689332","490862.705882353",NA,NA,NA
"8280","10-2018",18,"10","Toronto C01",456,365871708,802350,639950,716,66.3,618,1.4,101,17,"-","13","28309011","2177616","1806011","12",9,"104","12","18","25623045","1423503","1342623","29","20","108","10","16","16061000","1003813","820000","33","28","99","20","394","279523634","709451","615000","615","542","100","18","14","15954018","1139573","1200500","27","19","104","8","408","295477652","724209.931372549",NA,NA,NA
"8281","10-2018",18,"10","Toronto C02",92,149210656,1621855,1165800,153,58.4,147,2,99,18,"-","19","59796600","3147189","3100000","25",17,"97","24","14","31148600","2224900","1630000","26","19","101","12","0","-","-","-","6","9","-","-","49","46921056","957573","740000","84","95","99","18","8","10476900","1309613","1260000","11","6","109","11","57","57397956","1006981.68421053",NA,NA,NA
"8282","10-2018",18,"10","Toronto C03",62,80916073,1305098,1050090,88,55.5,80,2,102,14,"-","34","57093973","1679235","1434009","53",47,"101","11","10","10112900","1011290","931500","11","6","107","8","1","902500","902500","902500","2","3","98","9","15","12021700","801447","692800","22","23","98","23","0","-","-","-","0","0","-","-","-","-","-",NA,NA,NA
"8283","10-2018",18,"10","Toronto C04",93,159965113,1720055,1660000,179,46.8,187,2.4,99,16,"-","60","128444338","2140739","2077500","142",156,"98","14","11","14482500","1316591","1337000","10","3","106","7","1","1249000","1249000","1249000","2","1","100","9","20","15444375","772219","630000","22","24","100","27","0","-","-","-","0","1","-","-","-","-","-",NA,NA,NA
"8284","10-2018",18,"10","Toronto C06",29,22888526,789260,560000,59,52.4,79,2.5,99,25,"-","11","13806026","1255093","1252000","41",51,"99","33","0","-","-","-","0","1","-","-","1","636000","636000","636000","0","1","98","9","17","8446500","496853","525000","18","26","98","21","0","-","-","-","0","0","-","-","-","-","-",NA,NA,NA
"8285","10-2018",18,"10","Toronto C07",94,85089587,905208,685000,200,44.3,320,3.3,97,28,"-","24","39963799","1665158","1375000","79",165,"95","32","8","6377000","797125","777000","7","7","97","21","9","6215000","690556","657000","14","20","98","36","49","28473038","581082","543800","93","123","99","26","2","2523000","1261500","1261500","5","4","95","27","51","30996038","607765.450980392",NA,NA,NA
"8286","10-2018",18,"10","Toronto C08",158,113345926,717379,641000,315,64.5,265,1.4,101,14,"-","1","1260000","1260000","1260000","2",3,"105","7","1","1525000","1525000","1525000","8","9","91","29","4","2084000","521000","540000","5","7","99","12","143","97420926","681265","630000","282","233","101","15","8","10485000","1310625","1212500","18","12","101","7","151","107905926","714608.781456954",NA,NA,NA
"8287","10-2018",18,"10","Toronto C09",26,44425000,1708654,1685000,46,60.4,55,2,100,21,"-","5","13365000","2673000","2550000","16",25,"101","14","3","8890000","2963333","2115000","4","5","96","31","2","3970000","1985000","1985000","1","1","95","14","10","12173000","1217300","864500","19","18","100","24","1","2100000","2100000","2100000","0","2","96","12","11","14273000","1297545.45454545",NA,NA,NA
"8288","10-2018",18,"10","Toronto C10",50,47854800,957096,728500,92,63.9,81,1.4,101,18,"-","6","11829000","1971500","1967000","28",30,"101","11","7","9540000","1362857","1350000","7","3","105","8","1","700000","700000","700000","2","3","97","30","35","24585800","702451","615000","50","42","100","21","1","1200000","1200000","1200000","4","2","98","6","36","25785800","716272.222222222",NA,NA,NA
"8289","10-2018",18,"10","Toronto C11",37,43934000,1187405,901000,71,61.8,72,1.6,100,26,"-","14","31297000","2235500","2200000","18",23,"100","33","3","2937000","979000","970000","7","5","101","16","3","2130000","710000","415000","4","4","95","18","17","7570000","445294","370000","41","38","100","23","0","-","-","-","1","2","-","-","-","-","-",NA,NA,NA
"8290","10-2018",18,"10","Toronto C12",20,51356000,2567800,2260000,82,33.5,162,5.4,96,25,"-","14","45010000","3215000","3037500","56",130,"96","23","0","-","-","-","2","2","-","-","2","2090000","1045000","1045000","11","14","92","18","4","4256000","1064000","986500","12","13","100","36","0","-","-","-","1","3","-","-","-","-","-",NA,NA,NA
"8291","10-2018",18,"10","Toronto C13",60,54962065,916034,767500,110,52.3,144,2.3,96,21,"-","24","34642600","1443442","1324500","44",62,"94","27","6","5102678","850446","820000","11","11","101","11","4","2646000","661500","674500","5","5","98","33","26","12570787","483492","458500","45","56","99","17","0","-","-","-","3","6","-","-","-","-","-",NA,NA,NA
"8292","10-2018",18,"10","Toronto C14",124,96419070,777573,622500,236,51.2,320,2.5,97,22,"-","16","31031000","1939438","1617500","74",149,"93","26","1","968000","968000","968000","0","0","99","9","9","6952100","772456","688100","20","18","98","15","97","57152970","589206","568000","138","148","98","22","0","-","-","-","4","5","-","-","-","-","-",NA,NA,NA
"8293","10-2018",18,"10","Toronto C15",131,88120879,672678,541000,229,50.6,313,2.6,98,26,"-","17","25274100","1486712","1380000","64",111,"95","30","10","8208000","820800","832500","17","25","99","21","8","5523811","690476","689906","23","27","102","24","94","47464968","504946","482150","121","146","98","26","0","-","-","-","1","1","-","-","-","-","-",NA,NA,NA
"8294","10-2018",18,"10","Toronto Central",1432,1404359403,980698,680000,2576,57,2843,2,99,19,"-","258","521122447","2019854","1755000","654",978,"98","21","92","124914723","1357769","1126339","139","116","103","13","61","51159411","838679","700000","128","141","98","22","970","654024754","674252","590000","1562","1527","100","20","34","42738918","1257027","1211500","75","63","103","10","1004","696763672","693987.721115538",NA,NA,NA
"8295","10-2018",18,"10","Toronto E01",94,94306323,1003259,946000,125,68.6,60,0.9,113,9,"-","11","13888057","1262551","1150000","16",9,"111","7","46","52797166","1147764","1156000","43","18","116","9","5","3072800","614560","588800","15","10","113","7","21","13866800","660324","630000","36","16","105","13","11","10681500","971045","970000","15","7","116","6","32","24548300","767134.375",NA,NA,NA
"8296","10-2018",18,"10","Toronto E02",57,61864527,1085343,950000,95,66.5,59,1.1,106,12,"-","22","30014924","1364315","1263000","41",26,"105","8","22","22220303","1010014","950000","31","13","108","15","4","2933500","733375","669750","6","3","104","9","5","2872800","574560","562000","14","17","104","15","4","3823000","955750","847500","3","0","102","12","9","6695800","743977.777777778",NA,NA,NA
"8297","10-2018",18,"10","Toronto E03",92,78592114,854262,859000,151,60.5,125,1.3,103,13,"-","49","48454049","988858","890000","97",90,"101","12","25","22960965","918439","875000","30","13","110","10","0","-","-","1000000","0","1","-","-","18","7177100","398728","362500","23","20","99","21","0","-","-","-","1","1","-","-","-","-","-",NA,NA,NA
"8298","10-2018",18,"10","Toronto E04",76,46457230,611279,671500,138,58.5,156,1.8,99,20,"-","41","30494730","743774","725000","76",83,"100","17","5","2952000","590400","599000","8","7","99","13","6","3501500","583583","607500","5","13","97","32","21","7280000","346667","336000","41","43","97","22","3","2229000","743000","768000","8","10","99","29","24","9509000","396208.333333333",NA,NA,NA
"8299","10-2018",18,"10","Toronto E05",62,40406887,651724,560000,123,48.2,173,2.7,98,32,"-","17","17321799","1018929","970000","44",63,"99","35","6","4240300","706717","695000","9","8","99","24","8","4585000","573125","557500","15","28","97","32","27","11260988","417074","410000","42","64","97","33","2","1401000","700500","700500","5","4","107","9","29","12661988","436620.275862069",NA,NA,NA
"8300","10-2018",18,"10","Toronto E06",36,30221600,839489,829000,73,45.7,87,2.4,98,22,"-","28","23844000","851571","835000","57",65,"98","21","4","3424600","856150","782550","4","3","102","12","0","-","-","-","2","5","-","-","4","2953000","738250","716500","10","12","97","36","0","-","-","-","0","2","-","-","-","-","-",NA,NA,NA
"8301","10-2018",18,"10","Toronto E07",64,35908200,561066,436750,128,53.5,171,2.4,100,28,"-","15","12710600","847373","849000","45",65,"102","25","4","2820000","705000","706500","9","10","98","47","4","2375200","593800","620100","6","9","98","23","36","14676400","407678","404500","58","77","98","28","2","1311000","655500","655500","3","3","103","16","38","15987400","420721.052631579",NA,NA,NA
"8302","10-2018",18,"10","Toronto E08",43,32159193,747888,759000,103,53.3,119,2.2,97,25,"-","28","25300034","903573","810000","58",66,"97","25","2","1321809","660905","660905","2","3","100","18","2","1035450","517725","517725","8","9","103","26","10","3866400","386640","385750","31","36","98","29","1","635500","635500","635500","4","3","98","15","11","4501900","409263.636363636",NA,NA,NA
"8303","10-2018",18,"10","Toronto E09",92,51172320,556221,552500,154,60.5,135,1.7,100,26,"-","44","31339840","712269","705000","62",51,"100","27","3","1917300","639100","638000","9","4","98","31","4","1525000","381250","375000","4","6","96","46","40","15830180","395755","391950","78","74","99","23","1","560000","560000","560000","1","0","99","10","41","16390180","399760.487804878",NA,NA,NA
"8304","10-2018",18,"10","Toronto E10",67,47027074,701897,710000,107,48.3,125,2.7,97,25,"-","44","36533074","830297","786900","74",95,"97","24","8","4871500","608938","593750","9","9","99","23","9","3505000","389444","440000","11","11","97","35","4","1200500","300125","312500","5","4","97","13","1","699000","699000","699000","8","6","100","8","5","1899500","379900",NA,NA,NA
"8305","10-2018",18,"10","Toronto E11",54,27846099,515669,448500,101,59.4,109,1.8,100,18,"-","13","10414800","801138","810000","37",42,"102","12","3","2059800","686600","655000","5","4","106","12","10","4448000","444800","466500","16","20","99","18","22","7683499","349250","348000","32","34","99","20","6","3240000","540000","537500","10","8","96","26","28","10923499","390124.964285714",NA,NA,NA
